Dùng engine: mlx  |  model: mlx-community/whisper-large-v3-mlx
== b1-1: đang nhận dạng…
Args: {'audio': ['01_raw/b1-1/audio.m4a'], 'model': 'mlx-community/whisper-large-v3-mlx', 'output_name': 'transcript', 'output_dir': '01_raw/b1-1', 'output_format': 'srt', 'verbose': True, 'task': 'transcribe', 'language': 'vi', 'temperature': 0, 'best_of': 5, 'patience': None, 'length_penalty': None, 'suppress_tokens': '-1', 'initial_prompt': 'Bài giảng môn Software Engineering SWE202c. Các thuật ngữ hay gặp: use case diagram, use case description, actor, precondition, postcondition, main flow, alternative flow, exception flow, class diagram, attribute, method, association, aggregation, composition, inheritance, multiplicity, sequence diagram, activity diagram, state diagram, entity, boundary, controller, requirement, functional requirement, non-functional requirement, test case, test data, expected result, boundary value analysis, equivalence partitioning, black box testing, white box testing, unit test, SRS, UML, extend, include, generalization.', 'condition_on_previous_text': True, 'fp16': True, 'compression_ratio_threshold': 2.4, 'logprob_threshold': -1.0, 'no_speech_threshold': 0.6, 'word_timestamps': False, 'prepend_punctuations': '"\'“¿([{-', 'append_punctuations': '"\'.。,，!！?？:：”)]}、', 'highlight_words': False, 'max_line_width': None, 'max_line_count': None, 'max_words_per_line': None, 'hallucination_silence_threshold': None, 'clip_timestamps': '0'}
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 2699.04it/s]
[00:00.000 --> 00:06.800]  Ok, hello anh em nhé. Trong video này mình sẽ hướng dẫn anh em làm một câu mà chắc chắn 100% có trong đề anh em nhé.
[00:58.820 --> 00:59.960]  Ok, anh em nhìn cho mình này.
[01:00.600 --> 01:02.580]  Anh em chỉ cần nhớ thôi, không cần nghĩ gì.
[01:03.880 --> 01:09.040]  Đó là trong một đề nhé, anh em nhớ cho mình này, khi anh em viết Prom thì anh em sẽ có những cái gì?
[01:09.420 --> 01:13.220]  Thì trong khi anh em viết Prom nhé, thì anh em sẽ có cho mình là 4 cái chính.
[01:13.560 --> 01:18.220]  Một là anh em sẽ viết cho mình 4 cái chính.
[01:18.420 --> 01:20.120]  Thứ nhất, đó là bối cảnh.
[01:20.440 --> 01:20.640]  Đúng không?
[01:20.840 --> 01:21.160]  Contact.
[01:23.760 --> 01:24.760]  Đúng không?
[01:24.760 --> 01:25.760]  Nhớ cho mình nhé.
[01:25.760 --> 01:27.760]  Hai là mình sẽ có là mục tiêu.
[01:27.760 --> 01:28.760]  Để xem nhé.
[01:28.760 --> 01:29.760]  Mục tiêu mà mình muốn đạt được.
[01:29.760 --> 01:30.760]  Để xem anh em.
[01:30.760 --> 01:31.760]  Cái thứ ba ấy là, đây anh em nhìn này.
[01:31.760 --> 01:32.760]  Cái thứ ba này là anh em có cái, mình nghĩ là nó viết thế này nhé.
[01:32.760 --> 01:33.760]  Nhưng mà anh em cứ viết thế này cho mình này.
[01:33.760 --> 01:34.760]  Anh em viết đúng cho cái Prom này cho mình.
[01:34.760 --> 01:35.760]  Auto ăn hiểu.
[01:35.760 --> 01:36.760]  Bởi vì mình lấy từ Coursera này.
[01:36.760 --> 01:37.760]  Anh em có thể viết cái này cho mình.
[01:37.760 --> 01:38.760]  Anh em có thể viết cái này cho mình.
[01:38.760 --> 01:39.760]  Anh em có thể viết cái này cho mình.
[01:39.760 --> 01:40.760]  Anh em có thể viết cái này cho mình.
[01:40.760 --> 01:41.760]  Anh em có thể viết cái này cho mình.
[01:41.760 --> 01:47.760]  Cái thứ ba này là anh em có cái, mình nghĩ là nó viết thế này nhé.
[01:47.760 --> 01:49.760]  Nhưng mà anh em cứ viết thế này cho mình này.
[01:49.760 --> 01:51.760]  Anh em viết đúng cho cái Prom này cho mình.
[01:51.760 --> 01:52.760]  Auto ăn hiểu.
[01:52.760 --> 01:53.760]  Bởi vì mình lấy từ Coursera ra.
[01:53.760 --> 01:54.760]  Cho nên anh em không phải lo.
[01:54.760 --> 01:55.760]  Tab này.
[01:55.760 --> 01:56.760]  Đấy chưa?
[01:56.760 --> 01:57.760]  Đó.
[01:57.760 --> 01:58.760]  Anh em cứ lấy cho mình.
[01:58.760 --> 02:01.760]  Thực ra cái mục tiêu này thì nó sẽ bao gồm luôn.
[02:01.760 --> 02:05.760]  Đó là anh em viết luôn cho mình cái là cái Tab.
[02:05.760 --> 02:08.760]  Và cái thế thôi.
[02:08.760 --> 02:10.760]  Và có một cái thực ra cái code ấy.
[02:10.760 --> 02:11.760]  Thì anh em dán vào cái thứ ba này.
[02:11.760 --> 02:12.760]  Đây.
[02:12.760 --> 02:13.760]  Mình cứ viết đúng ra này.
[02:13.760 --> 02:18.760]  Và tiếp theo là cái Output.
[02:18.760 --> 02:21.760]  Output Format đúng không?
[02:21.760 --> 02:25.760]  À cái thứ ba là code chứ.
[02:25.760 --> 02:28.760]  Code này.
[02:28.760 --> 02:29.760]  Sau đó là Output Format.
[02:29.760 --> 02:35.760]  Thì anh em cứ viết đúng như này cho mình.
[02:35.760 --> 02:36.760]  Đấy chưa?
[02:36.760 --> 02:37.760]  Thì Prom viết bài này nhé.
[02:37.760 --> 02:38.760]  Anh em cứ nhớ cho mình thế.
[02:38.760 --> 02:39.760]  Ví dụ.
[02:39.760 --> 02:40.760]  Ý đầu tiên này.
[02:40.760 --> 02:41.760]  Nó bảo anh em là.
[02:41.760 --> 02:44.760]  Anh em viết một cái Prom AI để anh em review cái code này.
[02:44.760 --> 02:45.760]  Đúng không?
[02:45.760 --> 02:47.760]  Thì bây giờ có một nhạo để anh em viết là gì?
[02:47.760 --> 02:49.760]  Thì bây giờ anh em cứ làm thế này cho mình.
[02:49.760 --> 02:50.760]  Bước đầu tiên này.
[02:50.760 --> 02:56.760]  Anh em cứ làm cho mình đó là.
[02:56.760 --> 02:59.760]  Anh em có bốn cái cách để anh em viết Prom.
[02:59.760 --> 03:01.760]  Nhưng mà anh em cứ làm cho mình theo đúng một cách thôi.
[03:01.760 --> 03:03.760]  Đó là anh em hay dùng nhé.
[03:03.760 --> 03:05.760]  Đây mình viết luôn nhé.
[03:05.760 --> 03:07.760]  Ý một này.
[03:07.760 --> 03:09.760]  Mình làm luôn ý một nhé.
[03:09.760 --> 03:10.760]  Review.
[03:10.760 --> 03:11.760]  Được chưa anh em?
[03:11.760 --> 03:12.760]  Đây ý một.
[03:12.760 --> 03:13.760]  Được chưa?
[03:13.760 --> 03:14.760]  Ok.
[03:14.760 --> 03:15.760]  Thì bây giờ mình sẽ viết như thế nào?
[03:15.760 --> 03:16.760]  Thì anh em cứ nhớ cho mình.
[03:16.760 --> 03:17.760]  Đầu tiên là I am working.
[03:17.760 --> 03:18.760]  Tôi đang làm.
[03:18.760 --> 03:19.760]  Được chưa?
[03:19.760 --> 03:20.760]  Tôi đang làm một cái gì đấy.
[03:20.760 --> 03:21.760]  Được chưa?
[03:21.760 --> 03:22.760]  Tôi đang làm một cái gì đấy.
[03:22.760 --> 03:23.760]  Được chưa?
[03:23.760 --> 03:24.760]  Thì bây giờ nhé.
[03:24.760 --> 03:25.760]  Anh em nhìn ở chỗ này này.
[03:25.760 --> 03:26.760]  Đang làm cái gì?
[03:26.760 --> 03:27.760]  Đây này.
[03:27.760 --> 03:28.760]  Anh em nhìn ở cái chỗ này.
[03:28.760 --> 03:29.760]  Hai cái hạng code Java này.
[03:29.760 --> 03:30.760]  Nó đang làm cái gì?
[03:30.760 --> 03:31.760]  Nó đang làm cái gì?
[03:31.760 --> 03:32.760]  Được chưa?
[03:32.760 --> 03:33.760]  Thì anh em nhìn ở chỗ này này.
[03:33.760 --> 03:34.760]  Đang làm cái gì?
[03:34.760 --> 03:35.760]  Đây này.
[03:35.760 --> 03:36.760]  Anh em nhìn ở chỗ này.
[03:36.760 --> 03:37.760]  Hai cái hạng code Java này.
[03:37.760 --> 03:38.760]  Nó đang làm cái gì?
[03:38.760 --> 03:39.760]  Nó đang làm cái gì?
[03:39.760 --> 03:40.760]  Nó đang làm cái gì?
[03:40.760 --> 03:41.760]  Nó đang làm cái gì?
[03:41.760 --> 03:42.760]  Nó đang làm cái gì?
[03:42.760 --> 03:43.760]  Nó đang làm cái gì?
[03:43.760 --> 03:44.760]  Nó đang làm cái gì?
[03:44.760 --> 03:45.760]  Nó đang làm cái gì?
[03:45.760 --> 03:46.760]  Nó đang làm cái gì?
[03:46.760 --> 03:47.760]  Được chưa anh em?
[03:47.760 --> 03:48.760]  Được chưa anh em?
[03:48.760 --> 03:49.760]  Được chưa anh em?
[03:49.760 --> 03:50.760]  Được chưa anh em?
[03:50.760 --> 03:51.760]  Được chưa anh em?
[03:51.760 --> 03:52.760]  Được chưa anh em?
[03:52.760 --> 03:53.760]  Được chưa anh em?
[03:53.760 --> 03:54.760]  Được chưa anh em?
[03:54.760 --> 03:55.760]  Được chưa anh em?
[03:55.760 --> 03:56.760]  Được chưa anh em?
[03:56.760 --> 03:57.760]  Được chưa anh em?
[03:57.760 --> 03:58.760]  Được chưa anh em?
[03:58.760 --> 03:59.760]  Được chưa anh em?
[03:59.760 --> 04:00.760]  Được chưa anh em?
[04:00.760 --> 04:01.760]  Được chưa anh em?
[04:01.760 --> 04:02.760]  Được chưa anh em?
[04:02.760 --> 04:03.760]  Được chưa anh em?
[04:03.760 --> 04:04.760]  Được chưa anh em?
[04:04.760 --> 04:05.760]  Được chưa anh em?
[04:05.760 --> 04:06.760]  Được chưa anh em?
[04:06.760 --> 04:07.760]  Được chưa anh em?
[04:07.760 --> 04:08.760]  Được chưa anh em?
[04:08.760 --> 04:09.760]  Được chưa anh em?
[04:09.760 --> 04:10.760]  Được chưa anh em?
[04:10.760 --> 04:11.760]  Được chưa anh em?
[04:11.760 --> 04:12.760]  Được chưa anh em?
[04:12.760 --> 04:13.760]  Được chưa anh em?
[04:13.760 --> 04:14.760]  Được chưa anh em?
[04:14.760 --> 04:15.760]  Được chưa anh em?
[04:15.760 --> 04:16.760]  Được chưa anh em?
[04:16.760 --> 04:17.760]  Được chưa anh em?
[04:17.760 --> 04:18.760]  Được chưa anh em?
[04:18.760 --> 04:19.760]  Được chưa anh em?
[04:19.760 --> 04:20.760]  Được chưa anh em?
[04:20.760 --> 04:21.760]  Được chưa anh em?
[04:21.760 --> 04:22.760]  Được chưa anh em?
[04:22.760 --> 04:23.760]  Được chưa anh em?
[04:23.760 --> 04:24.760]  Được chưa anh em?
[04:24.760 --> 04:25.760]  Được chưa anh em?
[04:25.760 --> 04:26.760]  Được chưa anh em?
[04:26.760 --> 04:27.760]  Được chưa anh em?
[04:27.760 --> 04:28.760]  Được chưa anh em?
[04:28.760 --> 04:29.760]  Được chưa anh em?
[04:29.760 --> 04:30.760]  Được chưa anh em?
[04:30.760 --> 04:31.760]  Được chưa anh em?
[04:31.760 --> 04:32.760]  Được chưa anh em?
[04:32.760 --> 04:33.760]  Được chưa anh em?
[04:33.760 --> 04:34.760]  Được chưa anh em?
[04:34.760 --> 04:35.760]  Được chưa anh em?
[04:35.760 --> 04:36.760]  Được chưa anh em?
[04:36.760 --> 04:37.760]  Được chưa anh em?
[04:37.760 --> 04:38.760]  Được chưa anh em?
[04:38.760 --> 04:39.760]  Được chưa anh em?
[04:39.760 --> 04:40.760]  Được chưa anh em?
[04:40.760 --> 04:41.760]  Được chưa anh em?
[04:41.760 --> 04:42.760]  Được chưa anh em?
[04:42.760 --> 04:43.760]  Được chưa anh em?
[04:43.760 --> 04:44.760]  Được chưa anh em?
[04:44.760 --> 04:45.760]  Được chưa anh em?
[04:45.760 --> 04:46.760]  Được chưa anh em?
[04:46.760 --> 04:47.760]  Được chưa anh em?
[04:47.760 --> 04:48.760]  Được chưa anh em?
[04:48.760 --> 04:49.760]  Được chưa anh em?
[04:49.760 --> 04:50.760]  Được chưa anh em?
[04:50.760 --> 04:51.760]  Được chưa anh em?
[04:51.760 --> 04:52.760]  Được chưa anh em?
[04:52.760 --> 04:53.760]  Được chưa anh em?
[04:53.760 --> 04:54.760]  Được chưa anh em?
[04:54.760 --> 04:55.760]  Được chưa anh em?
[04:55.760 --> 04:56.760]  Được chưa anh em?
[04:56.760 --> 04:57.760]  Được chưa anh em?
[04:57.760 --> 04:58.760]  Được chưa anh em?
[04:58.760 --> 04:59.760]  Được chưa anh em?
[04:59.760 --> 05:00.760]  Được chưa anh em?
[05:00.760 --> 05:01.760]  Được chưa anh em?
[05:01.760 --> 05:02.760]  Được chưa anh em?
[05:02.760 --> 05:03.760]  Được chưa anh em?
[05:03.760 --> 05:04.760]  Được chưa anh em?
[05:04.760 --> 05:05.760]  Được chưa anh em?
[05:05.760 --> 05:06.760]  Được chưa anh em?
[05:06.760 --> 05:07.760]  Được chưa anh em?
[05:07.760 --> 05:08.760]  Được chưa anh em?
[05:08.760 --> 05:09.760]  Được chưa anh em?
[05:09.760 --> 05:10.760]  Được chưa anh em?
[05:10.760 --> 05:11.760]  Được chưa anh em?
[05:11.760 --> 05:12.760]  Được chưa anh em?
[05:12.760 --> 05:13.760]  Được chưa anh em?
[05:13.760 --> 05:14.760]  Được chưa anh em?
[05:14.760 --> 05:15.760]  Được chưa anh em?
[05:15.760 --> 05:16.760]  Được chưa anh em?
[05:16.760 --> 05:17.760]  Được chưa anh em?
[05:17.760 --> 05:18.760]  Được chưa anh em?
[05:18.760 --> 05:19.760]  Được chưa anh em?
[05:19.760 --> 05:20.760]  Được chưa anh em?
[05:20.760 --> 05:21.760]  Được chưa anh em?
[05:21.760 --> 05:22.760]  Được chưa anh em?
[05:22.760 --> 05:23.760]  Được chưa anh em?
[05:23.760 --> 05:24.760]  Được chưa anh em?
[05:24.760 --> 05:25.760]  Được chưa anh em?
[05:25.760 --> 05:26.760]  Được chưa anh em?
[05:26.760 --> 05:27.760]  Được chưa anh em?
[05:27.760 --> 05:28.760]  Được chưa anh em?
[05:28.760 --> 05:29.760]  Được chưa anh em?
[05:29.760 --> 05:30.760]  Được chưa anh em?
[05:30.760 --> 05:31.760]  Được chưa anh em?
[05:31.760 --> 05:32.760]  Được chưa anh em?
[05:32.760 --> 05:33.760]  Được chưa anh em?
[05:33.760 --> 05:34.760]  Được chưa anh em?
[05:34.760 --> 05:35.760]  Được chưa anh em?
[05:35.760 --> 05:36.760]  Được chưa anh em?
[05:36.760 --> 05:37.760]  Được chưa anh em?
[05:37.760 --> 05:38.760]  Được chưa anh em?
[05:38.760 --> 05:39.760]  Được chưa anh em?
[05:39.760 --> 05:40.760]  Được chưa anh em?
[05:40.760 --> 05:41.760]  Được chưa anh em?
[05:41.760 --> 05:42.760]  Được chưa anh em?
[05:42.760 --> 05:43.760]  Được chưa anh em?
[05:43.760 --> 05:44.760]  Được chưa anh em?
[05:44.760 --> 05:45.760]  Được chưa anh em?
[05:45.760 --> 05:46.760]  Được chưa anh em?
[05:46.760 --> 05:47.760]  Được chưa anh em?
[05:47.760 --> 05:48.760]  Được chưa anh em?
[05:48.760 --> 05:49.760]  Được chưa anh em?
[05:49.760 --> 05:50.760]  Được chưa anh em?
[05:50.760 --> 05:51.760]  Được chưa anh em?
[05:51.760 --> 05:52.760]  Được chưa anh em?
[05:52.760 --> 05:53.760]  Được chưa anh em?
[05:53.760 --> 05:54.760]  Được chưa anh em?
[05:54.760 --> 05:55.760]  Được chưa anh em?
[05:55.760 --> 05:56.760]  Được chưa anh em?
[05:56.760 --> 05:57.760]  Được chưa anh em?
[05:57.760 --> 05:58.760]  Được chưa anh em?
[05:58.760 --> 05:59.760]  Được chưa anh em?
[05:59.760 --> 06:00.760]  Được chưa anh em?
[06:00.760 --> 06:01.760]  Được chưa anh em?
[06:01.760 --> 06:02.760]  Được chưa anh em?
[06:02.760 --> 06:03.760]  Được chưa anh em?
[06:03.760 --> 06:04.760]  Được chưa anh em?
[06:04.760 --> 06:05.760]  Được chưa anh em?
[06:05.760 --> 06:06.760]  Được chưa anh em?
[06:06.760 --> 06:07.760]  Được chưa anh em?
[06:07.760 --> 06:08.760]  Được chưa anh em?
[06:08.760 --> 06:09.760]  Được chưa anh em?
[06:09.760 --> 06:10.760]  Được chưa anh em?
[06:10.760 --> 06:11.760]  Được chưa anh em?
[06:11.760 --> 06:12.760]  Được chưa anh em?
[06:12.760 --> 06:13.760]  Được chưa anh em?
[06:13.760 --> 06:14.760]  Được chưa anh em?
[06:14.760 --> 06:15.760]  Được chưa anh em?
[06:15.760 --> 06:16.760]  Được chưa anh em?
[06:16.760 --> 06:17.760]  Được chưa anh em?
[06:17.760 --> 06:18.760]  Được chưa anh em?
[06:18.760 --> 06:19.760]  Được chưa anh em?
[06:19.760 --> 06:20.760]  Được chưa anh em?
[06:20.760 --> 06:21.760]  Được chưa anh em?
[06:21.760 --> 06:22.760]  Được chưa anh em?
[06:22.760 --> 06:23.760]  Được chưa anh em?
[06:23.760 --> 06:24.760]  Được chưa anh em?
[06:24.760 --> 06:25.760]  Được chưa anh em?
[06:25.760 --> 06:26.760]  Được chưa anh em?
[06:26.760 --> 06:27.760]  Được chưa anh em?
[06:27.760 --> 06:28.760]  Được chưa anh em?
[06:28.760 --> 06:29.760]  Được chưa anh em?
[06:29.760 --> 06:30.760]  Được chưa anh em?
[06:30.760 --> 06:31.760]  Được chưa anh em?
[06:31.760 --> 06:32.760]  Được chưa anh em?
[06:32.760 --> 06:33.760]  Được chưa anh em?
[06:33.760 --> 06:34.760]  Được chưa anh em?
[06:34.760 --> 06:35.760]  Được chưa anh em?
[06:35.760 --> 06:36.760]  Được chưa anh em?
[06:36.760 --> 06:37.760]  Được chưa anh em?
[06:37.760 --> 06:38.760]  Được chưa anh em?
[06:38.760 --> 06:39.760]  Được chưa anh em?
[06:39.760 --> 06:40.760]  Được chưa anh em?
[06:40.760 --> 06:41.760]  Được chưa anh em?
[06:41.760 --> 06:42.760]  Được chưa anh em?
[06:42.760 --> 06:43.760]  Được chưa anh em?
[06:43.760 --> 06:44.760]  Được chưa anh em?
[06:44.760 --> 06:45.760]  Được chưa anh em?
[06:45.760 --> 06:46.760]  Được chưa anh em?
[06:46.760 --> 06:47.760]  Được chưa anh em?
[06:47.760 --> 06:48.760]  Được chưa anh em?
[06:48.760 --> 06:49.760]  Được chưa anh em?
[06:49.760 --> 06:50.760]  Được chưa anh em?
[06:50.760 --> 06:51.760]  Được chưa anh em?
[06:51.760 --> 06:52.760]  Được chưa anh em?
[06:52.760 --> 06:53.760]  Được chưa anh em?
[06:53.760 --> 06:54.760]  Được chưa anh em?
[06:54.760 --> 06:55.760]  Được chưa anh em?
[06:55.760 --> 06:56.760]  Được chưa anh em?
[06:56.760 --> 06:57.760]  Được chưa anh em?
[06:57.760 --> 06:58.760]  Được chưa anh em?
[06:58.760 --> 06:59.760]  Được chưa anh em?
[06:59.760 --> 07:00.760]  Được chưa anh em?
[07:00.760 --> 07:01.760]  Được chưa anh em?
[07:01.760 --> 07:02.760]  Được chưa anh em?
[07:02.760 --> 07:03.760]  Được chưa anh em?
[07:03.760 --> 07:04.760]  Được chưa anh em?
[07:04.760 --> 07:05.760]  Được chưa anh em?
[07:05.760 --> 07:06.760]  Được chưa anh em?
[07:06.760 --> 07:07.760]  Được chưa anh em?
[07:07.760 --> 07:08.760]  Được chưa anh em?
[07:08.760 --> 07:09.760]  Được chưa anh em?
[07:09.760 --> 07:10.760]  Được chưa anh em?
[07:10.760 --> 07:11.760]  Được chưa anh em?
[07:11.760 --> 07:12.760]  Được chưa anh em?
[07:12.760 --> 07:13.760]  Được chưa anh em?
[07:13.760 --> 07:14.760]  Được chưa anh em?
[07:14.760 --> 07:15.760]  Được chưa anh em?
[07:15.760 --> 07:16.760]  Được chưa anh em?
[07:16.760 --> 07:17.760]  Được chưa anh em?
[07:17.760 --> 07:18.760]  Được chưa anh em?
[07:18.760 --> 07:19.760]  Được chưa anh em?
[07:19.760 --> 07:20.760]  Được chưa anh em?
[07:20.760 --> 07:21.760]  Được chưa anh em?
[07:21.760 --> 07:22.760]  Được chưa anh em?
[07:22.760 --> 07:23.760]  Được chưa anh em?
[07:23.760 --> 07:24.760]  Được chưa anh em?
[07:24.760 --> 07:25.760]  Được chưa anh em?
[07:25.760 --> 07:26.760]  Được chưa anh em?
[07:26.760 --> 07:27.760]  Được chưa anh em?
[07:27.760 --> 07:28.760]  Được chưa anh em?
[07:28.760 --> 07:29.760]  Được chưa anh em?
[07:29.760 --> 07:30.760]  Được chưa anh em?
[07:30.760 --> 07:31.760]  Được chưa anh em?
[07:31.760 --> 07:32.760]  Được chưa anh em?
[07:32.760 --> 07:33.760]  Được chưa anh em?
[07:33.760 --> 07:34.760]  Được chưa anh em?
[07:34.760 --> 07:35.760]  Được chưa anh em?
[07:35.760 --> 07:36.760]  Được chưa anh em?
[07:36.760 --> 07:37.760]  Được chưa anh em?
[07:37.760 --> 07:38.760]  Được chưa anh em?
[07:38.760 --> 07:39.760]  Được chưa anh em?
[07:39.760 --> 07:40.760]  Được chưa anh em?
[07:40.760 --> 07:41.760]  Được chưa anh em?
[07:41.760 --> 07:42.760]  Được chưa anh em?
[07:42.760 --> 07:43.760]  Được chưa anh em?
[07:43.760 --> 07:44.760]  Được chưa anh em?
[07:44.760 --> 07:45.760]  Được chưa anh em?
[07:45.760 --> 07:46.760]  Được chưa anh em?
[07:46.760 --> 07:47.760]  Được chưa anh em?
[07:47.760 --> 07:48.760]  Được chưa anh em?
[07:48.760 --> 07:49.760]  Được chưa anh em?
[07:49.760 --> 07:50.760]  Được chưa anh em?
[07:50.760 --> 07:51.760]  Được chưa anh em?
[07:51.760 --> 07:52.760]  Được chưa anh em?
[07:52.760 --> 07:53.760]  Được chưa anh em?
[07:53.760 --> 07:54.760]  Được chưa anh em?
[07:54.760 --> 07:55.760]  Được chưa anh em?
[07:55.760 --> 07:56.760]  Được chưa anh em?
[07:56.760 --> 07:57.760]  Được chưa anh em?
[07:57.760 --> 07:58.760]  Được chưa anh em?
[07:58.760 --> 07:59.760]  Được chưa anh em?
[07:59.760 --> 08:00.760]  Được chưa anh em?
[08:00.760 --> 08:01.760]  Được chưa anh em?
[08:01.760 --> 08:02.760]  Được chưa anh em?
[08:02.760 --> 08:03.760]  Được chưa anh em?
[08:03.760 --> 08:04.760]  Được chưa anh em?
[08:04.760 --> 08:05.760]  Được chưa anh em?
[08:05.760 --> 08:06.760]  Được chưa anh em?
[08:06.760 --> 08:07.760]  Được chưa anh em?
[08:07.760 --> 08:08.760]  Được chưa anh em?
[08:08.760 --> 08:09.760]  Được chưa anh em?
[08:09.760 --> 08:10.760]  Được chưa anh em?
[08:10.760 --> 08:11.760]  Được chưa anh em?
[08:11.760 --> 08:12.760]  Được chưa anh em?
[08:12.760 --> 08:13.760]  Được chưa anh em?
[08:13.760 --> 08:14.760]  Được chưa anh em?
[08:14.760 --> 08:15.760]  Được chưa anh em?
[08:15.760 --> 08:16.760]  Được chưa anh em?
[08:16.760 --> 08:17.760]  Được chưa anh em?
[08:17.760 --> 08:18.760]  Được chưa anh em?
[08:18.760 --> 08:19.760]  Được chưa anh em?
[08:19.760 --> 08:20.760]  Được chưa anh em?
[08:20.760 --> 08:21.760]  Được chưa anh em?
[08:21.760 --> 08:22.760]  Được chưa anh em?
[08:22.760 --> 08:23.760]  Được chưa anh em?
[08:23.760 --> 08:24.760]  Được chưa anh em?
[08:24.760 --> 08:25.760]  Được chưa anh em?
[08:25.760 --> 08:26.760]  Được chưa anh em?
[08:26.760 --> 08:27.760]  Được chưa anh em?
[08:27.760 --> 08:28.760]  Được chưa anh em?
[08:28.760 --> 08:29.760]  Được chưa anh em?
[08:29.760 --> 08:30.760]  Được chưa anh em?
[08:30.760 --> 08:31.760]  Được chưa anh em?
[08:31.760 --> 08:32.760]  Được chưa anh em?
[08:32.760 --> 08:33.760]  Được chưa anh em?
[08:33.760 --> 08:34.760]  Được chưa anh em?
[08:34.760 --> 08:35.760]  Được chưa anh em?
[08:35.760 --> 08:36.760]  Được chưa anh em?
[08:36.760 --> 08:37.760]  Được chưa anh em?
[08:37.760 --> 08:38.760]  Được chưa anh em?
[08:38.760 --> 08:39.760]  Được chưa anh em?
[08:39.760 --> 08:40.760]  Được chưa anh em?
[08:40.760 --> 08:41.760]  Được chưa anh em?
[08:41.760 --> 08:42.760]  Được chưa anh em?
[08:42.760 --> 08:43.760]  Được chưa anh em?
[08:43.760 --> 08:44.760]  Được chưa anh em?
[08:44.760 --> 08:45.760]  Được chưa anh em?
[08:45.760 --> 08:46.760]  Được chưa anh em?
[08:46.760 --> 08:47.760]  Được chưa anh em?
[08:47.760 --> 08:48.760]  Được chưa anh em?
[08:48.760 --> 08:49.760]  Được chưa anh em?
